Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),Calories_Burned (kcal)_log
22,Male,84.7,1.75,203.0,159.0,76.0,0.67,Cardio,18.8,2.9,2,0,27.6,7.0,0.6535433070866141,4.574803149606299,259.6,5.562986664690745
50,Female,56.1,1.77,167.0,136.0,79.0,0.61,Cardio,30.8,3.0,2,0,18.0,7.0,0.6477272727272727,4.534090909090909,155.2,5.051137237405586
22,Female,64.5,1.63,192.0,175.0,76.0,0.42,Hiit,26.0,2.8,2,0,24.2,9.5,0.853448275862069,8.107758620689655,219.6,5.396351106819402
55,Female,71.5,1.81,171.0,146.0,72.0,0.86,Mixed,29.9,4.4,5,1,21.8,8.0,0.7474747474747475,5.97979797979798,367.7,5.9099833052400985
51,Female,51.7,1.68,171.0,156.0,69.0,1.11,Hiit,25.5,3.6,5,1,18.4,9.5,0.8529411764705882,8.102941176470589,465.0,6.144185634125646
43,Male,48.8,1.55,180.0,140.0,66.0,0.4,Cardio,18.0,2.6,2,0,20.4,7.0,0.6491228070175439,4.543859649122807,88.7,4.49647076906475
18,Male,49.2,1.51,201.0,162.0,72.0,0.37,Strength,27.5,3.2,3,0,21.4,6.0,0.6976744186046512,4.186046511627907,76.2,4.3463994570307305
21,Male,75.4,1.8,200.0,142.0,70.0,0.25,Yoga,19.7,3.5,5,1,23.2,3.0,0.5538461538461539,1.6615384615384616,31.3,3.475067230228611
56,Female,59.1,1.64,162.0,122.0,72.0,0.68,Yoga,27.5,3.8,2,0,21.9,3.0,0.5555555555555556,1.6666666666666667,67.0,4.219507705176107
43,Male,59.1,1.56,173.0,149.0,77.0,0.55,Mixed,32.3,3.5,3,0,24.3,8.0,0.75,6.0,195.0,5.278114659230518
50,Female,43.7,1.45,173.0,140.0,63.0,0.66,Strength,23.7,3.1,3,1,20.7,6.0,0.7,4.199999999999999,121.1,4.804840381116659
50,Female,59.5,1.64,171.0,155.0,65.0,0.83,Hiit,21.1,2.5,2,0,22.1,9.5,0.8490566037735849,8.066037735849058,398.3,5.989713014069176
25,Female,67.6,1.72,204.0,183.0,68.0,1.05,Hiit,22.5,3.6,5,2,22.8,9.5,0.8455882352941176,8.033088235294118,570.2,6.347739411025374
37,Male,64.1,1.61,172.0,139.0,63.0,0.78,Strength,15.0,3.6,6,2,24.7,6.0,0.6972477064220184,4.18348623853211,209.2,5.348059458442851
33,Male,67.9,1.57,193.0,150.0,72.0,0.65,Cardio,21.5,2.7,3,1,27.4,7.0,0.6446280991735537,4.512396694214876,199.2,5.29931686688112
38,Female,72.4,1.63,180.0,164.0,72.0,0.45,Hiit,27.2,3.2,2,0,27.4,9.5,0.8518518518518519,8.092592592592593,263.7,5.578597109233056
43,Male,81.2,1.8,175.0,146.0,78.0,0.25,Strength,27.7,2.9,3,0,24.9,6.0,0.7010309278350515,4.2061855670103085,85.4,4.45898767581001
40,Female,61.1,1.54,183.0,137.0,82.0,0.82,Yoga,22.3,3.8,2,0,25.7,3.0,0.5445544554455446,1.6336633663366338,81.8,4.416428061391214
35,Male,65.9,1.62,181.0,156.0,82.0,0.66,Mixed,24.8,4.2,2,0,25.2,8.0,0.7474747474747475,5.97979797979798,260.1,5.5649034757050835
48,Female,73.8,1.8,170.0,144.0,67.0,0.89,Mixed,27.2,4.5,4,1,22.7,8.0,0.7475728155339806,5.980582524271845,392.8,5.975843166205025
59,Female,82.6,1.73,164.0,141.0,73.0,0.45,Mixed,29.6,3.6,2,0,27.6,8.0,0.7472527472527473,5.978021978021978,222.2,5.408068230507156
29,Female,58.6,1.7,188.0,144.0,61.0,1.34,Cardio,20.7,4.1,7,3,20.3,7.0,0.6535433070866141,4.574803149606299,359.2,5.8866594327418555
18,Male,47.0,1.62,198.0,166.0,69.0,1.43,Mixed,8.0,4.8,5,3,18.0,8.0,0.751937984496124,6.015503875968992,404.3,6.004627533634263
59,Male,56.2,1.68,157.0,113.0,59.0,1.04,Yoga,19.5,4.1,4,2,19.8,3.0,0.5510204081632653,1.6530612244897958,96.6,4.580877493419047
26,Male,78.3,1.63,196.0,175.0,59.0,1.13,Hiit,20.0,4.0,4,2,29.6,9.5,0.8467153284671532,8.043795620437956,711.7,6.569060574507825
20,Male,58.0,1.59,194.0,165.0,79.0,0.4,Mixed,27.7,3.6,2,0,22.8,8.0,0.7478260869565218,5.982608695652174,138.8,4.94021282979971
43,Male,62.0,1.57,181.0,145.0,62.0,1.42,Strength,20.4,4.2,4,2,25.1,6.0,0.6974789915966386,4.184873949579831,368.4,5.911880067765139
26,Female,70.8,1.76,205.0,160.0,78.0,0.73,Cardio,30.9,2.7,3,0,22.9,7.0,0.6456692913385826,4.519685039370079,233.6,5.457881936219375
59,Male,73.5,1.67,161.0,125.0,57.0,1.54,Cardio,13.4,4.2,5,3,26.2,7.0,0.6538461538461539,4.576923076923077,518.1,6.252096542833184
33,Female,71.1,1.71,189.0,159.0,67.0,1.12,Mixed,25.8,4.7,7,2,24.3,8.0,0.7540983606557377,6.032786885245901,480.4,6.1766985253489715
41,Male,68.2,1.7,180.0,132.0,72.0,0.54,Yoga,26.9,3.4,2,0,23.7,3.0,0.5555555555555556,1.6666666666666667,61.4,4.133565275375382
31,Male,78.6,1.72,184.0,141.0,60.0,0.93,Cardio,12.6,3.4,4,2,26.5,7.0,0.6532258064516129,4.57258064516129,334.2,5.814727368607928
20,Male,60.6,1.65,202.0,158.0,76.0,0.53,Cardio,22.6,2.5,2,0,22.1,7.0,0.6507936507936508,4.555555555555555,146.3,4.9924713234685845
51,Female,67.9,1.63,170.0,122.0,64.0,0.79,Yoga,30.1,4.0,4,1,25.5,3.0,0.5471698113207547,1.641509433962264,88.1,4.489759334476764
50,Male,59.5,1.6,179.0,138.0,62.0,1.25,Cardio,9.6,3.8,5,3,23.3,7.0,0.6495726495726496,4.547008547008547,338.2,5.826589903917748
41,Female,55.8,1.54,180.0,132.0,74.0,0.72,Yoga,24.1,4.1,2,0,23.6,3.0,0.5471698113207547,1.641509433962264,65.9,4.203198967134183
26,Male,50.9,1.57,200.0,151.0,58.0,1.02,Cardio,19.1,3.3,5,2,20.7,7.0,0.6549295774647887,4.584507042253521,238.0,5.476463551931511
30,Female,62.5,1.64,192.0,150.0,71.0,0.48,Cardio,22.2,2.8,4,1,23.1,7.0,0.6528925619834711,4.570247933884298,137.1,4.9279780604152466
19,Female,50.4,1.52,198.0,179.0,71.0,0.52,Hiit,21.1,3.3,4,1,21.8,9.5,0.8503937007874016,8.078740157480315,211.7,5.3598827222061916
24,Female,67.8,1.54,190.0,150.0,55.0,1.02,Strength,22.3,4.2,4,2,28.5,6.0,0.7037037037037037,4.222222222222222,292.0,5.680172609017068
38,Female,57.3,1.78,184.0,140.0,60.0,1.06,Cardio,11.5,2.8,7,3,18.0,7.0,0.6451612903225806,4.516129032258064,274.3,5.617861412148562
36,Male,79.9,1.7,188.0,160.0,75.0,0.99,Mixed,31.7,4.4,2,0,27.6,8.0,0.7522123893805309,6.017699115044247,476.0,6.1675164908883415
42,Male,48.1,1.63,178.0,162.0,75.0,0.78,Hiit,23.5,3.6,2,0,18.0,9.5,0.8446601941747572,8.024271844660193,301.1,5.710758088392627
39,Female,94.4,1.9,178.0,137.0,61.0,0.85,Cardio,21.9,3.5,3,1,26.1,7.0,0.6495726495726496,4.547008547008547,364.9,5.902360072025161
28,Male,47.4,1.52,199.0,142.0,72.0,0.59,Yoga,19.5,3.7,5,1,20.6,3.0,0.5511811023622047,1.6535433070866143,46.2,3.85439389259151
50,Female,83.0,1.78,168.0,144.0,73.0,0.79,Mixed,25.8,3.7,3,1,26.3,8.0,0.7473684210526316,5.978947368421053,392.0,5.973809611869261
49,Male,65.5,1.67,165.0,134.0,60.0,0.93,Strength,19.3,4.2,7,2,23.5,6.0,0.7047619047619048,4.228571428571429,257.6,5.555282466337757
38,Male,56.5,1.76,182.0,138.0,58.0,0.71,Cardio,13.8,2.3,6,2,18.3,7.0,0.6451612903225806,4.516129032258064,181.2,5.205104984825858
56,Male,84.2,1.69,164.0,130.0,65.0,1.07,Cardio,19.8,3.0,4,1,29.4,7.0,0.6565656565656566,4.595959595959596,414.1,6.028519455058993
37,Female,60.4,1.49,179.0,148.0,76.0,0.52,Strength,21.7,3.0,3,0,27.1,6.0,0.6990291262135923,4.194174757281553,131.7,4.888090941338162
25,Male,74.3,1.69,195.0,151.0,69.0,0.67,Cardio,24.3,2.5,3,0,26.0,7.0,0.6507936507936508,4.555555555555555,226.8,5.428468051013081
59,Female,62.9,1.71,153.0,112.0,63.0,0.63,Yoga,27.2,3.9,3,1,21.4,3.0,0.5444444444444444,1.6333333333333333,64.7,4.185098925490565
54,Male,58.1,1.46,168.0,124.0,70.0,1.34,Yoga,9.1,4.1,7,3,27.2,3.0,0.5510204081632653,1.6530612244897958,128.7,4.865224091322398
26,Female,66.3,1.87,189.0,147.0,70.0,0.75,Cardio,25.8,3.0,4,1,18.9,7.0,0.6470588235294118,4.529411764705882,225.2,5.42141956368202
42,Male,52.7,1.71,176.0,144.0,68.0,0.73,Strength,18.8,4.0,4,1,18.0,6.0,0.7037037037037037,4.222222222222222,162.4,5.096201182425903
42,Female,54.9,1.75,175.0,135.0,62.0,0.86,Cardio,13.3,2.9,4,2,18.0,7.0,0.6460176991150443,4.522123893805309,213.5,5.368309738368072
50,Female,49.7,1.56,177.0,141.0,73.0,0.56,Cardio,31.6,2.8,2,0,20.3,7.0,0.6538461538461539,4.576923076923077,127.4,4.855150391255861
19,Female,64.2,1.75,199.0,182.0,84.0,0.44,Hiit,26.9,2.8,2,0,21.0,9.5,0.8521739130434782,8.095652173913043,228.7,5.436774109695053
36,Male,71.2,1.79,180.0,150.0,79.0,0.63,Strength,21.5,2.7,3,0,22.3,6.0,0.7029702970297029,4.217821782178218,189.2,5.24807615011129
37,Female,65.3,1.71,193.0,163.0,72.0,1.31,Mixed,16.7,5.1,7,3,22.4,8.0,0.7520661157024794,6.016528925619835,514.7,6.245525201056913
59,Male,60.3,1.68,170.0,138.0,62.0,1.26,Strength,18.2,3.7,5,3,21.4,6.0,0.7037037037037037,4.222222222222222,320.8,5.773930234558283
58,Female,45.5,1.59,166.0,118.0,60.0,0.77,Yoga,16.4,3.7,7,2,18.0,3.0,0.5471698113207547,1.641509433962264,57.5,4.069026754237811
59,Female,68.1,1.66,164.0,122.0,71.0,0.63,Yoga,24.8,3.3,5,1,24.8,3.0,0.5483870967741935,1.6451612903225803,70.6,4.2710950739666
46,Female,60.9,1.63,170.0,136.0,73.0,0.9,Cardio,29.6,3.1,4,1,22.9,7.0,0.6494845360824743,4.546391752577319,249.2,5.522260598032811
23,Male,64.0,1.74,202.0,159.0,78.0,0.75,Cardio,21.7,3.1,2,0,21.2,7.0,0.6532258064516129,4.57258064516129,219.5,5.395897694886901
34,Male,75.3,1.6,188.0,132.0,63.0,0.9,Yoga,21.8,3.7,7,2,29.6,3.0,0.552,1.656,112.2,4.729156165769083
42,Male,69.4,1.74,175.0,146.0,79.0,0.76,Strength,23.8,3.9,3,1,23.0,6.0,0.6979166666666666,4.1875,220.9,5.402226829938548
55,Male,61.7,1.6,166.0,122.0,69.0,0.54,Yoga,23.7,3.4,3,0,24.2,3.0,0.5463917525773195,1.6391752577319587,54.6,4.018183201256536
21,Male,74.3,1.65,197.0,143.0,77.0,0.69,Yoga,22.5,4.0,3,0,27.2,3.0,0.55,1.65,84.6,4.449685283147696
47,Male,54.7,1.74,165.0,131.0,69.0,0.65,Cardio,20.8,2.7,4,1,18.0,7.0,0.6458333333333334,4.520833333333334,160.7,5.085742766583061
37,Male,61.9,1.61,190.0,132.0,61.0,1.1,Yoga,20.1,3.8,7,2,23.9,3.0,0.5503875968992248,1.6511627906976742,112.4,4.730921391293652
20,Female,82.7,1.75,191.0,157.0,76.0,0.65,Strength,31.0,3.6,2,0,27.2,6.0,0.7043478260869566,4.22608695652174,227.2,5.430222437427975
40,Female,71.2,1.74,191.0,149.0,71.0,0.95,Cardio,20.6,2.8,4,2,23.6,7.0,0.65,4.55,307.8,5.732693818150621
35,Male,51.3,1.65,184.0,155.0,67.0,1.05,Mixed,19.9,4.5,7,2,18.8,8.0,0.7521367521367521,6.017094017094017,324.1,5.784132827309859
43,Male,71.2,1.8,179.0,162.0,66.0,1.01,Hiit,16.5,3.4,5,2,22.1,9.5,0.8495575221238938,8.070796460176991,580.4,6.365438988124776
53,Male,70.5,1.69,170.0,130.0,55.0,0.89,Cardio,12.5,2.8,5,2,24.8,7.0,0.6521739130434783,4.565217391304348,286.4,5.660874973644924
25,Male,57.7,1.79,190.0,151.0,80.0,0.47,Cardio,18.2,2.9,2,0,18.0,7.0,0.6454545454545455,4.5181818181818185,122.5,4.816241156068032
34,Male,64.3,1.86,185.0,128.0,58.0,1.25,Yoga,8.0,4.4,7,3,18.6,3.0,0.5511811023622047,1.6535433070866143,132.9,4.897093252697127
48,Female,87.5,1.66,171.0,143.0,78.0,0.59,Strength,25.1,3.5,2,0,31.9,6.0,0.6989247311827957,4.193548387096774,216.5,5.382198850528739
54,Male,78.9,1.74,163.0,134.0,80.0,0.64,Cardio,15.8,2.6,2,0,25.9,7.0,0.6506024096385542,4.554216867469879,230.0,5.442417710521793
50,Male,78.2,1.62,175.0,128.0,71.0,0.7,Yoga,24.0,3.9,5,1,29.9,3.0,0.5480769230769231,1.6442307692307694,90.0,4.51085950651685
44,Male,68.3,1.58,170.0,142.0,60.0,0.85,Mixed,23.3,4.6,5,1,27.5,8.0,0.7454545454545455,5.963636363636364,346.2,5.849900982786195
21,Female,70.5,1.66,200.0,153.0,67.0,1.24,Cardio,20.3,3.1,6,3,25.6,7.0,0.6466165413533834,4.526315789473684,395.7,5.983180327520285
39,Female,54.2,1.54,172.0,149.0,79.0,1.08,Mixed,21.2,4.5,4,1,22.8,8.0,0.7526881720430108,6.021505376344086,352.5,5.867883485336628
43,Female,64.2,1.59,178.0,148.0,79.0,0.37,Strength,34.2,3.2,2,0,25.5,6.0,0.696969696969697,4.181818181818182,99.3,4.60816569496789
49,Female,90.1,1.74,172.0,131.0,56.0,1.24,Cardio,10.8,3.5,7,3,29.8,7.0,0.646551724137931,4.525862068965518,505.6,6.227721737567575
41,Male,72.4,1.63,189.0,149.0,76.0,0.87,Cardio,21.3,2.5,5,1,27.3,7.0,0.6460176991150443,4.522123893805309,284.8,5.655292265495767
52,Female,75.6,1.75,165.0,131.0,69.0,1.07,Cardio,25.6,3.2,3,1,24.7,7.0,0.6458333333333334,4.520833333333334,365.7,5.90454407507728
54,Female,68.2,1.71,165.0,137.0,70.0,0.95,Strength,18.3,3.6,5,1,23.3,6.0,0.7052631578947368,4.231578947368421,274.2,5.617498106059188
49,Female,90.4,1.87,170.0,155.0,71.0,1.25,Hiit,28.4,3.7,4,2,26.0,9.5,0.8484848484848485,8.06060606060606,719.45,6.579876016778943
24,Female,65.6,1.73,204.0,185.0,78.0,0.42,Hiit,25.7,2.1,3,0,21.9,9.5,0.8492063492063492,8.067460317460318,222.3,5.408516158846112
50,Female,83.4,1.79,167.0,120.0,63.0,0.73,Yoga,29.3,3.9,2,0,26.0,3.0,0.5480769230769231,1.6442307692307694,100.1,4.616110126026426
48,Male,62.8,1.72,173.0,127.0,71.0,1.06,Yoga,23.0,4.7,3,1,21.2,3.0,0.5490196078431373,1.647058823529412,109.6,4.7059200890882344
29,Female,66.1,1.71,190.0,159.0,66.0,1.05,Mixed,17.9,4.2,7,3,22.6,8.0,0.75,6.0,416.4,6.0340449946431
28,Female,64.2,1.8,191.0,148.0,68.0,0.57,Cardio,28.4,2.3,3,0,19.9,7.0,0.6504065040650406,4.5528455284552845,166.6,5.121580188047982
41,Female,67.9,1.75,179.0,134.0,80.0,0.79,Yoga,28.8,3.9,3,0,22.2,3.0,0.5454545454545454,1.6363636363636362,87.8,4.486386649998124
25,Male,61.5,1.7,200.0,165.0,57.0,0.91,Mixed,22.3,4.6,6,2,21.3,8.0,0.7552447552447552,6.041958041958042,338.1,5.826295049131593
49,Male,89.0,1.7,178.0,150.0,64.0,1.1,Mixed,17.9,4.5,4,2,30.8,8.0,0.7543859649122807,6.035087719298246,590.8,6.383168739966109
55,Male,61.4,1.73,158.0,132.0,73.0,0.78,Strength,19.3,3.9,3,1,20.4,6.0,0.6941176470588235,4.164705882352941,199.5,5.300814246746624
39,Male,66.4,1.61,185.0,155.0,64.0,1.21,Mixed,12.8,4.8,4,2,25.5,8.0,0.7520661157024794,6.016528925619835,483.4,6.182911011678937
51,Male,52.3,1.61,175.0,133.0,81.0,0.61,Yoga,29.9,4.0,2,0,20.2,3.0,0.5531914893617021,1.6595744680851063,52.9,3.9871304779149517
36,Male,80.3,1.82,186.0,130.0,63.0,0.71,Yoga,26.3,3.5,3,1,24.2,3.0,0.5447154471544715,1.6341463414634143,93.2,4.545420181582317
37,Male,87.6,1.87,189.0,172.0,74.0,0.92,Hiit,17.0,2.9,3,1,25.2,9.5,0.8521739130434782,8.095652173913043,652.4,6.48218949916697
31,Male,45.3,1.59,183.0,151.0,75.0,0.41,Strength,27.9,2.8,3,0,18.0,6.0,0.7037037037037037,4.222222222222222,78.4,4.37449836825309
50,Female,47.9,1.61,173.0,157.0,71.0,0.47,Hiit,33.9,2.2,3,0,18.4,9.5,0.8431372549019608,8.009803921568627,180.3,5.200153117760806
27,Female,65.0,1.79,199.0,157.0,77.0,0.51,Cardio,30.5,2.6,2,0,20.2,7.0,0.6557377049180327,4.590163934426229,152.2,5.0317442573064906
33,Male,56.4,1.73,184.0,167.0,75.0,0.49,Hiit,23.0,2.7,2,0,18.8,9.5,0.8440366972477065,8.018348623853212,221.6,5.4053764388414445
21,Female,74.3,1.75,193.0,151.0,72.0,0.82,Cardio,19.7,3.0,5,2,24.3,7.0,0.6528925619834711,4.570247933884298,278.4,5.632644446822861
44,Male,78.2,1.77,182.0,142.0,68.0,1.17,Cardio,17.8,3.4,5,2,25.0,7.0,0.6491228070175439,4.543859649122807,415.7,6.032366538428407
45,Female,54.2,1.66,173.0,128.0,72.0,0.68,Yoga,23.3,4.0,5,1,19.7,3.0,0.5544554455445545,1.6633663366336635,61.3,4.131961425793407
33,Female,71.9,1.71,184.0,133.0,72.0,0.6,Yoga,29.4,3.4,2,0,24.5,3.0,0.5446428571428571,1.6339285714285712,70.5,4.269697449699962
50,Male,64.9,1.71,161.0,129.0,71.0,0.64,Cardio,19.7,2.6,3,1,22.3,7.0,0.6444444444444445,4.511111111111111,187.4,5.238567362142263
36,Female,60.0,1.59,181.0,150.0,57.0,1.29,Mixed,10.9,5.1,6,3,23.6,8.0,0.75,6.0,464.4,6.142897250868192
38,Male,62.9,1.71,179.0,162.0,70.0,0.78,Hiit,25.4,3.3,5,1,21.5,9.5,0.8440366972477065,8.018348623853212,393.4,5.97736562272848
39,Male,84.4,1.8,172.0,142.0,71.0,1.01,Strength,16.2,4.3,7,2,26.0,6.0,0.7029702970297029,4.217821782178218,359.5,5.887491956725004
26,Female,82.8,1.65,191.0,162.0,74.0,0.48,Mixed,25.9,3.7,2,0,30.5,8.0,0.7521367521367521,6.017094017094017,239.1,5.481055503227208
26,Male,77.9,1.7,200.0,180.0,68.0,0.66,Hiit,25.5,3.1,3,0,27.1,9.5,0.8484848484848485,8.06060606060606,414.4,6.0292419114420115
26,Female,85.5,1.7,196.0,154.0,77.0,0.74,Cardio,27.0,2.2,3,0,29.6,7.0,0.6470588235294118,4.529411764705882,286.6,5.661570625846892
44,Female,50.2,1.65,168.0,144.0,74.0,0.57,Mixed,23.7,3.5,5,1,18.4,8.0,0.7446808510638298,5.957446808510638,170.5,5.144583266605995
34,Male,65.1,1.75,188.0,159.0,73.0,1.23,Mixed,17.9,4.6,6,2,21.3,8.0,0.7478260869565218,5.982608695652174,479.0,6.173786103901937
25,Male,68.2,1.61,199.0,166.0,69.0,0.88,Mixed,14.7,4.2,7,2,26.3,8.0,0.7461538461538462,5.969230769230769,358.2,5.883879336428045
33,Male,98.7,1.81,188.0,132.0,64.0,0.68,Yoga,17.8,3.8,6,2,30.0,3.0,0.5483870967741935,1.6451612903225803,110.4,4.713127327493184
35,Male,80.8,1.74,185.0,129.0,61.0,1.34,Yoga,8.0,4.6,6,3,26.6,3.0,0.5483870967741935,1.6451612903225803,178.1,5.187944309066666
50,Male,50.1,1.59,166.0,144.0,77.0,0.49,Mixed,22.0,3.5,3,0,19.9,8.0,0.7528089887640449,6.022471910112359,147.8,5.002603122398992
18,Female,76.2,1.85,204.0,140.0,62.0,0.85,Yoga,15.1,3.7,6,3,22.3,3.0,0.5492957746478874,1.647887323943662,106.7,4.679349584162343
29,Male,72.9,1.7,194.0,152.0,55.0,0.98,Strength,16.1,3.6,7,2,25.3,6.0,0.697841726618705,4.18705035971223,299.1,5.704115752446322
23,Female,60.3,1.61,198.0,142.0,72.0,0.57,Yoga,30.8,3.9,2,0,23.3,3.0,0.5555555555555556,1.6666666666666667,57.3,4.065602093356446
58,Male,66.7,1.79,171.0,124.0,67.0,0.81,Yoga,16.4,3.8,4,2,20.8,3.0,0.5480769230769231,1.6442307692307694,88.8,4.497584975308154
22,Female,68.3,1.73,197.0,154.0,75.0,0.82,Cardio,27.1,2.9,4,1,22.8,7.0,0.6475409836065574,4.532786885245902,253.9,5.54087131138207
33,Female,54.1,1.5,180.0,146.0,67.0,0.95,Strength,24.3,3.2,5,1,23.9,6.0,0.6991150442477876,4.1946902654867255,215.6,5.37805233456689
35,Female,52.1,1.63,193.0,151.0,73.0,0.56,Cardio,30.9,2.3,2,0,19.7,7.0,0.65,4.55,132.8,4.896346147694128
35,Female,81.5,1.71,176.0,128.0,69.0,1.28,Yoga,14.3,5.0,5,1,27.9,3.0,0.5514018691588785,1.6542056074766354,172.6,5.15675380222625
18,Female,47.7,1.46,200.0,181.0,74.0,0.48,Hiit,29.5,3.3,3,0,22.2,9.5,0.8492063492063492,8.067460317460318,184.7,5.22413246835866
36,Male,67.6,1.69,179.0,154.0,79.0,0.69,Mixed,26.4,4.2,2,0,23.7,8.0,0.75,6.0,279.9,5.637998734110198
25,Female,80.9,1.7,194.0,148.0,61.0,0.92,Cardio,23.9,3.0,6,2,28.1,7.0,0.6541353383458647,4.578947368421053,340.8,5.83422577068149
20,Male,57.3,1.56,199.0,168.0,74.0,0.89,Mixed,27.9,4.1,3,1,23.5,8.0,0.752,6.016,306.8,5.729450221404779
42,Female,81.4,1.71,173.0,144.0,77.0,0.82,Strength,21.8,3.5,3,1,27.9,6.0,0.6979166666666666,4.1875,279.5,5.636573724962751
22,Male,56.2,1.68,203.0,142.0,68.0,0.92,Yoga,29.2,4.3,4,1,19.9,3.0,0.5481481481481482,1.6444444444444444,85.0,4.454347296253507
57,Female,62.7,1.56,162.0,115.0,58.0,0.9,Yoga,11.7,4.2,6,3,25.7,3.0,0.5480769230769231,1.6442307692307694,92.8,4.541164856012179
36,Female,85.9,1.77,190.0,139.0,76.0,0.79,Yoga,28.2,4.2,3,0,27.4,3.0,0.5526315789473685,1.6578947368421053,112.5,4.7318028369214575
35,Male,64.3,1.76,179.0,146.0,67.0,0.84,Strength,23.7,3.9,4,1,20.7,6.0,0.7053571428571429,4.232142857142858,228.6,5.436338664445412
48,Male,63.5,1.65,167.0,131.0,65.0,0.86,Cardio,17.3,3.1,7,2,23.3,7.0,0.6470588235294118,4.529411764705882,247.4,5.515040350059324
50,Female,64.4,1.66,164.0,140.0,68.0,0.7,Mixed,27.5,4.0,3,0,23.4,8.0,0.75,6.0,270.5,5.60396213937399
35,Female,76.3,1.75,188.0,146.0,69.0,0.8,Cardio,25.2,3.2,6,2,24.8,7.0,0.6470588235294118,4.529411764705882,276.5,5.625820933186489
56,Male,71.4,1.66,173.0,149.0,78.0,1.42,Mixed,16.5,4.4,3,1,25.9,8.0,0.7473684210526316,5.978947368421053,606.2,6.408858226081421
33,Female,45.0,1.49,185.0,156.0,67.0,0.68,Mixed,24.9,4.1,5,1,20.4,8.0,0.7542372881355932,6.033898305084746,184.6,5.2235938203521
33,Female,71.0,1.73,175.0,122.0,57.0,1.02,Yoga,15.4,4.3,6,2,23.8,3.0,0.5508474576271186,1.652542372881356,119.7,4.793308128103486
55,Male,77.6,1.6,167.0,152.0,65.0,1.06,Hiit,8.0,3.7,7,3,30.4,9.5,0.8529411764705882,8.102941176470589,666.5,6.503539390274405
58,Female,76.0,1.64,165.0,119.0,63.0,1.05,Yoga,15.6,3.8,5,2,28.2,3.0,0.5490196078431373,1.647058823529412,131.4,4.885827643502908
24,Female,90.6,1.83,191.0,161.0,72.0,0.69,Mixed,32.8,3.9,2,0,27.2,8.0,0.7478991596638656,5.983193277310924,374.0,5.926926025970411
31,Male,64.5,1.67,192.0,157.0,74.0,0.63,Strength,22.0,3.2,2,0,23.2,6.0,0.7033898305084746,4.220338983050848,171.5,5.150397236471415
42,Female,91.8,1.68,182.0,147.0,64.0,0.74,Strength,20.6,4.0,3,1,32.5,6.0,0.7033898305084746,4.220338983050848,286.7,5.661918270557502
49,Male,84.3,1.73,161.0,119.0,67.0,1.4,Yoga,21.5,4.2,7,2,28.1,3.0,0.5531914893617021,1.6595744680851063,195.9,5.28269598564508
55,Male,72.3,1.73,171.0,133.0,64.0,1.03,Cardio,19.2,2.7,5,1,24.1,7.0,0.6448598130841121,4.5140186915887845,336.2,5.8206762261277
39,Female,62.8,1.59,187.0,154.0,55.0,1.45,Mixed,14.2,5.1,7,3,24.9,8.0,0.75,6.0,546.4,6.305179796606579
33,Female,62.1,1.67,185.0,151.0,69.0,0.89,Strength,37.0,3.8,2,0,22.2,6.0,0.7068965517241379,4.241379310344827,234.4,5.461286194826176
46,Male,72.5,1.68,177.0,152.0,76.0,0.62,Mixed,22.2,4.2,3,0,25.6,8.0,0.7524752475247525,6.01980198019802,270.6,5.604330395684541
33,Male,76.9,1.71,197.0,177.0,66.0,0.56,Hiit,23.1,3.1,3,0,26.4,9.5,0.8473282442748091,8.049618320610687,346.6,5.851052393391237
29,Female,78.3,1.71,188.0,137.0,75.0,1.15,Yoga,19.4,3.6,7,2,26.8,3.0,0.5486725663716814,1.646017699115044,148.2,5.005287687769661
34,Male,84.0,1.9,192.0,136.0,68.0,0.84,Yoga,29.2,4.4,3,1,23.3,3.0,0.5483870967741935,1.6451612903225803,116.1,4.763028270603671
54,Female,44.2,1.56,167.0,136.0,64.0,0.63,Strength,25.9,3.3,3,0,18.1,6.0,0.6990291262135923,4.194174757281553,116.8,4.768988271217486
44,Male,78.9,1.78,170.0,143.0,60.0,1.03,Mixed,9.9,4.7,5,2,25.0,8.0,0.7545454545454545,6.036363636363636,490.6,6.19766537769188
42,Male,86.8,1.8,169.0,126.0,73.0,0.9,Yoga,23.9,3.7,3,1,26.8,3.0,0.5520833333333334,1.65625,129.4,4.870606649492553
30,Male,60.1,1.73,194.0,154.0,82.0,0.57,Cardio,20.7,2.7,3,0,20.1,7.0,0.6428571428571429,4.5,154.2,5.0447146077491185
25,Female,61.6,1.61,188.0,172.0,76.0,0.47,Hiit,28.1,2.8,2,0,23.6,9.5,0.8571428571428571,8.142857142857142,235.8,5.46721590300985
22,Male,100.1,1.85,203.0,160.0,60.0,1.31,Strength,8.2,4.4,7,3,29.4,6.0,0.6993006993006993,4.195804195804196,550.2,6.312097719699449
29,Male,40.9,1.46,180.0,143.0,55.0,1.07,Strength,11.3,3.8,7,3,19.2,6.0,0.704,4.224,184.9,5.225208894727398
58,Male,59.4,1.61,163.0,139.0,82.0,0.65,Strength,23.5,3.4,2,0,22.9,6.0,0.7037037037037037,4.222222222222222,163.0,5.099866427824199
